#    L    TT             EE             BB             TE             PP             TP             EP          
  3121   0.181203E+02   0.618834E+00   0.000000E+00  -0.549801E+00   0.892865E-09   0.127558E-06  -0.410451E-08
  3122   0.180533E+02   0.620354E+00   0.000000E+00  -0.548994E+00   0.892292E-09   0.127688E-06  -0.412438E-08
  3123   0.179867E+02   0.621881E+00   0.000000E+00  -0.548389E+00   0.891720E-09   0.127817E-06  -0.414368E-08
  3124   0.179205E+02   0.623415E+00   0.000000E+00  -0.547986E+00   0.891148E-09   0.127944E-06  -0.416240E-08
  3125   0.178547E+02   0.624956E+00   0.000000E+00  -0.547782E+00   0.890576E-09   0.128070E-06  -0.418054E-08
  3126   0.177894E+02   0.626501E+00   0.000000E+00  -0.547776E+00   0.890006E-09   0.128193E-06  -0.419810E-08
  3127   0.177245E+02   0.628049E+00   0.000000E+00  -0.547965E+00   0.889435E-09   0.128316E-06  -0.421508E-08
  3128   0.176600E+02   0.629600E+00   0.000000E+00  -0.548347E+00   0.888865E-09   0.128436E-06  -0.423149E-08
  3129   0.175960E+02   0.631151E+00   0.000000E+00  -0.548921E+00   0.888296E-09   0.128555E-06  -0.424732E-08
  3130   0.175325E+02   0.632701E+00   0.000000E+00  -0.549683E+00   0.887727E-09   0.128672E-06  -0.426257E-08
  3131   0.174693E+02   0.634251E+00   0.000000E+00  -0.550632E+00   0.887158E-09   0.128787E-06  -0.427725E-08
  3132   0.174068E+02   0.635797E+00   0.000000E+00  -0.551764E+00   0.886590E-09   0.128901E-06  -0.429135E-08
  3133   0.173446E+02   0.637339E+00   0.000000E+00  -0.553079E+00   0.886023E-09   0.129013E-06  -0.430488E-08
  3134   0.172830E+02   0.638876E+00   0.000000E+00  -0.554573E+00   0.885455E-09   0.129123E-06  -0.431784E-08
  3135   0.172219E+02   0.640406E+00   0.000000E+00  -0.556245E+00   0.884889E-09   0.129231E-06  -0.433022E-08
  3136   0.171613E+02   0.641929E+00   0.000000E+00  -0.558090E+00   0.884323E-09   0.129337E-06  -0.434203E-08
  3137   0.171012E+02   0.643442E+00   0.000000E+00  -0.560107E+00   0.883757E-09   0.129442E-06  -0.435326E-08
  3138   0.170416E+02   0.644946E+00   0.000000E+00  -0.562294E+00   0.883192E-09   0.129544E-06  -0.436393E-08
  3139   0.169826E+02   0.646438E+00   0.000000E+00  -0.564647E+00   0.882627E-09   0.129645E-06  -0.437403E-08
  3140   0.169240E+02   0.647917E+00   0.000000E+00  -0.567164E+00   0.882063E-09   0.129744E-06  -0.438355E-08
  3141   0.168660E+02   0.649383E+00   0.000000E+00  -0.569842E+00   0.881499E-09   0.129841E-06  -0.439251E-08
  3142   0.168086E+02   0.650834E+00   0.000000E+00  -0.572677E+00   0.880935E-09   0.129936E-06  -0.440089E-08
  3143   0.167517E+02   0.652269E+00   0.000000E+00  -0.575668E+00   0.880372E-09   0.130029E-06  -0.440871E-08
  3144   0.166954E+02   0.653687E+00   0.000000E+00  -0.578811E+00   0.879810E-09   0.130120E-06  -0.441596E-08
  3145   0.166396E+02   0.655088E+00   0.000000E+00  -0.582104E+00   0.879248E-09   0.130208E-06  -0.442264E-08
  3146   0.165844E+02   0.656470E+00   0.000000E+00  -0.585542E+00   0.878686E-09   0.130295E-06  -0.442876E-08
  3147   0.165298E+02   0.657832E+00   0.000000E+00  -0.589124E+00   0.878125E-09   0.130380E-06  -0.443431E-08
  3148   0.164758E+02   0.659174E+00   0.000000E+00  -0.592846E+00   0.877565E-09   0.130463E-06  -0.443930E-08
  3149   0.164223E+02   0.660493E+00   0.000000E+00  -0.596704E+00   0.877005E-09   0.130543E-06  -0.444372E-08
  3150   0.163695E+02   0.661790E+00   0.000000E+00  -0.600695E+00   0.876445E-09   0.130622E-06  -0.444758E-08
  3151   0.163172E+02   0.663063E+00   0.000000E+00  -0.604817E+00   0.875886E-09   0.130698E-06  -0.445087E-08
  3152   0.162655E+02   0.664311E+00   0.000000E+00  -0.609065E+00   0.875327E-09   0.130772E-06  -0.445360E-08
  3153   0.162144E+02   0.665533E+00   0.000000E+00  -0.613438E+00   0.874769E-09   0.130844E-06  -0.445578E-08
  3154   0.161639E+02   0.666728E+00   0.000000E+00  -0.617930E+00   0.874211E-09   0.130914E-06  -0.445740E-08
  3155   0.161140E+02   0.667896E+00   0.000000E+00  -0.622540E+00   0.873653E-09   0.130982E-06  -0.445847E-08
  3156   0.160647E+02   0.669035E+00   0.000000E+00  -0.627263E+00   0.873096E-09   0.131047E-06  -0.445900E-08
  3157   0.160160E+02   0.670144E+00   0.000000E+00  -0.632096E+00   0.872540E-09   0.131111E-06  -0.445898E-08
  3158   0.159679E+02   0.671224E+00   0.000000E+00  -0.637035E+00   0.871983E-09   0.131172E-06  -0.445842E-08
  3159   0.159205E+02   0.672271E+00   0.000000E+00  -0.642078E+00   0.871428E-09   0.131231E-06  -0.445733E-08
  3160   0.158736E+02   0.673287E+00   0.000000E+00  -0.647222E+00   0.870873E-09   0.131288E-06  -0.445570E-08
  3161   0.158274E+02   0.674269E+00   0.000000E+00  -0.652461E+00   0.870318E-09   0.131343E-06  -0.445354E-08
  3162   0.157818E+02   0.675217E+00   0.000000E+00  -0.657793E+00   0.869764E-09   0.131395E-06  -0.445085E-08
  3163   0.157367E+02   0.676132E+00   0.000000E+00  -0.663214E+00   0.869210E-09   0.131446E-06  -0.444764E-08
  3164   0.156923E+02   0.677011E+00   0.000000E+00  -0.668721E+00   0.868657E-09   0.131494E-06  -0.444391E-08
  3165   0.156486E+02   0.677854E+00   0.000000E+00  -0.674311E+00   0.868104E-09   0.131540E-06  -0.443966E-08
  3166   0.156054E+02   0.678661E+00   0.000000E+00  -0.679980E+00   0.867551E-09   0.131584E-06  -0.443490E-08
  3167   0.155628E+02   0.679429E+00   0.000000E+00  -0.685724E+00   0.866999E-09   0.131626E-06  -0.442963E-08
  3168   0.155209E+02   0.680161E+00   0.000000E+00  -0.691540E+00   0.866448E-09   0.131666E-06  -0.442386E-08
  3169   0.154796E+02   0.680853E+00   0.000000E+00  -0.697424E+00   0.865897E-09   0.131703E-06  -0.441757E-08
  3170   0.154389E+02   0.681506E+00   0.000000E+00  -0.703372E+00   0.865346E-09   0.131739E-06  -0.441079E-08
  3171   0.153988E+02   0.682118E+00   0.000000E+00  -0.709382E+00   0.864796E-09   0.131772E-06  -0.440351E-08
  3172   0.153593E+02   0.682691E+00   0.000000E+00  -0.715448E+00   0.864246E-09   0.131803E-06  -0.439574E-08
  3173   0.153205E+02   0.683221E+00   0.000000E+00  -0.721570E+00   0.863697E-09   0.131832E-06  -0.438748E-08
  3174   0.152822E+02   0.683710E+00   0.000000E+00  -0.727741E+00   0.863148E-09   0.131858E-06  -0.437873E-08
  3175   0.152446E+02   0.684155E+00   0.000000E+00  -0.733959E+00   0.862599E-09   0.131883E-06  -0.436950E-08
  3176   0.152076E+02   0.684558E+00   0.000000E+00  -0.740220E+00   0.862051E-09   0.131905E-06  -0.435978E-08
  3177   0.151711E+02   0.684918E+00   0.000000E+00  -0.746520E+00   0.861504E-09   0.131925E-06  -0.434959E-08
  3178   0.151353E+02   0.685234E+00   0.000000E+00  -0.752857E+00   0.860957E-09   0.131943E-06  -0.433893E-08
  3179   0.151000E+02   0.685508E+00   0.000000E+00  -0.759230E+00   0.860410E-09   0.131959E-06  -0.432779E-08
  3180   0.150654E+02   0.685736E+00   0.000000E+00  -0.765626E+00   0.859864E-09   0.131973E-06  -0.431619E-08
  3181   0.150313E+02   0.685920E+00   0.000000E+00  -0.772052E+00   0.859318E-09   0.131984E-06  -0.430413E-08
  3182   0.149979E+02   0.686060E+00   0.000000E+00  -0.778492E+00   0.858773E-09   0.131994E-06  -0.429160E-08
  3183   0.149650E+02   0.686155E+00   0.000000E+00  -0.784962E+00   0.858228E-09   0.132001E-06  -0.427862E-08
  3184   0.149328E+02   0.686205E+00   0.000000E+00  -0.791440E+00   0.857684E-09   0.132006E-06  -0.426518E-08
  3185   0.149010E+02   0.686209E+00   0.000000E+00  -0.797925E+00   0.857140E-09   0.132009E-06  -0.425130E-08
  3186   0.148699E+02   0.686167E+00   0.000000E+00  -0.804424E+00   0.856596E-09   0.132009E-06  -0.423696E-08
  3187   0.148394E+02   0.686079E+00   0.000000E+00  -0.810924E+00   0.856053E-09   0.132008E-06  -0.422219E-08
  3188   0.148094E+02   0.685945E+00   0.000000E+00  -0.817424E+00   0.855510E-09   0.132004E-06  -0.420697E-08
  3189   0.147799E+02   0.685764E+00   0.000000E+00  -0.823924E+00   0.854968E-09   0.131998E-06  -0.419132E-08
  3190   0.147511E+02   0.685536E+00   0.000000E+00  -0.830416E+00   0.854427E-09   0.131990E-06  -0.417523E-08
  3191   0.147228E+02   0.685261E+00   0.000000E+00  -0.836901E+00   0.853885E-09   0.131980E-06  -0.415871E-08
  3192   0.146950E+02   0.684939E+00   0.000000E+00  -0.843371E+00   0.853344E-09   0.131967E-06  -0.414177E-08
  3193   0.146678E+02   0.684569E+00   0.000000E+00  -0.849827E+00   0.852804E-09   0.131953E-06  -0.412440E-08
  3194   0.146411E+02   0.684152E+00   0.000000E+00  -0.856260E+00   0.852264E-09   0.131936E-06  -0.410661E-08
  3195   0.146149E+02   0.683689E+00   0.000000E+00  -0.862670E+00   0.851724E-09   0.131917E-06  -0.408840E-08
  3196   0.145892E+02   0.683177E+00   0.000000E+00  -0.869052E+00   0.851185E-09   0.131896E-06  -0.406978E-08
  3197   0.145641E+02   0.682619E+00   0.000000E+00  -0.875410E+00   0.850646E-09   0.131872E-06  -0.405075E-08
  3198   0.145395E+02   0.682012E+00   0.000000E+00  -0.881732E+00   0.850108E-09   0.131847E-06  -0.403132E-08
  3199   0.145155E+02   0.681359E+00   0.000000E+00  -0.888016E+00   0.849570E-09   0.131819E-06  -0.401148E-08
  3200   0.144918E+02   0.680657E+00   0.000000E+00  -0.894264E+00   0.849033E-09   0.131789E-06  -0.399123E-08
  3201   0.144686E+02   0.679908E+00   0.000000E+00  -0.900467E+00   0.848496E-09   0.131757E-06  -0.397060E-08
  3202   0.144461E+02   0.679111E+00   0.000000E+00  -0.906625E+00   0.847959E-09   0.131723E-06  -0.394957E-08
  3203   0.144239E+02   0.678265E+00   0.000000E+00  -0.912731E+00   0.847423E-09   0.131686E-06  -0.392815E-08
  3204   0.144022E+02   0.677373E+00   0.000000E+00  -0.918785E+00   0.846887E-09   0.131648E-06  -0.390635E-08
  3205   0.143809E+02   0.676433E+00   0.000000E+00  -0.924787E+00   0.846352E-09   0.131607E-06  -0.388417E-08
  3206   0.143601E+02   0.675446E+00   0.000000E+00  -0.930730E+00   0.845817E-09   0.131564E-06  -0.386161E-08
  3207   0.143398E+02   0.674412E+00   0.000000E+00  -0.936606E+00   0.845283E-09   0.131518E-06  -0.383868E-08
  3208   0.143199E+02   0.673332E+00   0.000000E+00  -0.942423E+00   0.844749E-09   0.131471E-06  -0.381539E-08
  3209   0.143004E+02   0.672205E+00   0.000000E+00  -0.948180E+00   0.844215E-09   0.131421E-06  -0.379174E-08
  3210   0.142814E+02   0.671032E+00   0.000000E+00  -0.953855E+00   0.843682E-09   0.131369E-06  -0.376773E-08
  3211   0.142627E+02   0.669813E+00   0.000000E+00  -0.959464E+00   0.843150E-09   0.131315E-06  -0.374337E-08
  3212   0.142445E+02   0.668549E+00   0.000000E+00  -0.964998E+00   0.842617E-09   0.131258E-06  -0.371866E-08
  3213   0.142267E+02   0.667239E+00   0.000000E+00  -0.970458E+00   0.842085E-09   0.131199E-06  -0.369361E-08
  3214   0.142093E+02   0.665884E+00   0.000000E+00  -0.975837E+00   0.841554E-09   0.131138E-06  -0.366822E-08
  3215   0.141922E+02   0.664483E+00   0.000000E+00  -0.981126E+00   0.841023E-09   0.131075E-06  -0.364250E-08
  3216   0.141756E+02   0.663038E+00   0.000000E+00  -0.986341E+00   0.840492E-09   0.131009E-06  -0.361645E-08
  3217   0.141593E+02   0.661548E+00   0.000000E+00  -0.991459E+00   0.839962E-09   0.130941E-06  -0.359007E-08
  3218   0.141434E+02   0.660013E+00   0.000000E+00  -0.996488E+00   0.839433E-09   0.130871E-06  -0.356337E-08
  3219   0.141278E+02   0.658434E+00   0.000000E+00  -0.100142E+01   0.838903E-09   0.130799E-06  -0.353635E-08
  3220   0.141125E+02   0.656812E+00   0.000000E+00  -0.100626E+01   0.838374E-09   0.130724E-06  -0.350903E-08
  3221   0.140976E+02   0.655147E+00   0.000000E+00  -0.101101E+01   0.837846E-09   0.130647E-06  -0.348139E-08
  3222   0.140830E+02   0.653439E+00   0.000000E+00  -0.101565E+01   0.837318E-09   0.130567E-06  -0.345345E-08
  3223   0.140687E+02   0.651689E+00   0.000000E+00  -0.102019E+01   0.836790E-09   0.130486E-06  -0.342522E-08
  3224   0.140547E+02   0.649897E+00   0.000000E+00  -0.102464E+01   0.836263E-09   0.130402E-06  -0.339669E-08
  3225   0.140410E+02   0.648064E+00   0.000000E+00  -0.102897E+01   0.835737E-09   0.130315E-06  -0.336787E-08
  3226   0.140276E+02   0.646190E+00   0.000000E+00  -0.103320E+01   0.835210E-09   0.130226E-06  -0.333877E-08
  3227   0.140145E+02   0.644275E+00   0.000000E+00  -0.103732E+01   0.834684E-09   0.130135E-06  -0.330939E-08
  3228   0.140016E+02   0.642321E+00   0.000000E+00  -0.104132E+01   0.834159E-09   0.130042E-06  -0.327973E-08
  3229   0.139891E+02   0.640327E+00   0.000000E+00  -0.104521E+01   0.833634E-09   0.129946E-06  -0.324980E-08
  3230   0.139768E+02   0.638293E+00   0.000000E+00  -0.104899E+01   0.833109E-09   0.129848E-06  -0.321960E-08
  3231   0.139646E+02   0.636222E+00   0.000000E+00  -0.105265E+01   0.832585E-09   0.129747E-06  -0.318914E-08
  3232   0.139528E+02   0.634112E+00   0.000000E+00  -0.105619E+01   0.832061E-09   0.129644E-06  -0.315842E-08
  3233   0.139411E+02   0.631966E+00   0.000000E+00  -0.105961E+01   0.831538E-09   0.129539E-06  -0.312745E-08
  3234   0.139296E+02   0.629783E+00   0.000000E+00  -0.106292E+01   0.831015E-09   0.129431E-06  -0.309624E-08
  3235   0.139184E+02   0.627563E+00   0.000000E+00  -0.106610E+01   0.830492E-09   0.129321E-06  -0.306477E-08
  3236   0.139073E+02   0.625310E+00   0.000000E+00  -0.106915E+01   0.829970E-09   0.129208E-06  -0.303307E-08
  3237   0.138965E+02   0.623022E+00   0.000000E+00  -0.107208E+01   0.829448E-09   0.129094E-06  -0.300113E-08
  3238   0.138858E+02   0.620700E+00   0.000000E+00  -0.107488E+01   0.828927E-09   0.128976E-06  -0.296896E-08
  3239   0.138752E+02   0.618346E+00   0.000000E+00  -0.107756E+01   0.828406E-09   0.128856E-06  -0.293657E-08
  3240   0.138649E+02   0.615959E+00   0.000000E+00  -0.108010E+01   0.827886E-09   0.128734E-06  -0.290395E-08
  3241   0.138547E+02   0.613541E+00   0.000000E+00  -0.108252E+01   0.827365E-09   0.128609E-06  -0.287112E-08
  3242   0.138446E+02   0.611092E+00   0.000000E+00  -0.108481E+01   0.826846E-09   0.128482E-06  -0.283807E-08
  3243   0.138346E+02   0.608612E+00   0.000000E+00  -0.108696E+01   0.826327E-09   0.128353E-06  -0.280481E-08
  3244   0.138248E+02   0.606103E+00   0.000000E+00  -0.108898E+01   0.825808E-09   0.128221E-06  -0.277135E-08
  3245   0.138151E+02   0.603564E+00   0.000000E+00  -0.109087E+01   0.825289E-09   0.128086E-06  -0.273769E-08
  3246   0.138054E+02   0.600998E+00   0.000000E+00  -0.109262E+01   0.824771E-09   0.127949E-06  -0.270384E-08
  3247   0.137959E+02   0.598404E+00   0.000000E+00  -0.109424E+01   0.824254E-09   0.127810E-06  -0.266979E-08
  3248   0.137865E+02   0.595782E+00   0.000000E+00  -0.109571E+01   0.823737E-09   0.127668E-06  -0.263557E-08
  3249   0.137771E+02   0.593136E+00   0.000000E+00  -0.109706E+01   0.823220E-09   0.127524E-06  -0.260115E-08
  3250   0.137678E+02   0.590463E+00   0.000000E+00  -0.109826E+01   0.822703E-09   0.127377E-06  -0.256656E-08
  3251   0.137585E+02   0.587766E+00   0.000000E+00  -0.109933E+01   0.822187E-09   0.127227E-06  -0.253180E-08
  3252   0.137492E+02   0.585045E+00   0.000000E+00  -0.110025E+01   0.821672E-09   0.127076E-06  -0.249688E-08
  3253   0.137400E+02   0.582301E+00   0.000000E+00  -0.110104E+01   0.821157E-09   0.126921E-06  -0.246179E-08
  3254   0.137309E+02   0.579534E+00   0.000000E+00  -0.110169E+01   0.820642E-09   0.126765E-06  -0.242654E-08
  3255   0.137216E+02   0.576747E+00   0.000000E+00  -0.110220E+01   0.820128E-09   0.126606E-06  -0.239114E-08
  3256   0.137125E+02   0.573939E+00   0.000000E+00  -0.110257E+01   0.819614E-09   0.126445E-06  -0.235559E-08
  3257   0.137033E+02   0.571111E+00   0.000000E+00  -0.110280E+01   0.819100E-09   0.126282E-06  -0.231990E-08
  3258   0.136942E+02   0.568263E+00   0.000000E+00  -0.110288E+01   0.818587E-09   0.126117E-06  -0.228408E-08
  3259   0.136849E+02   0.565398E+00   0.000000E+00  -0.110283E+01   0.818074E-09   0.125950E-06  -0.224812E-08
  3260   0.136757E+02   0.562515E+00   0.000000E+00  -0.110264E+01   0.817562E-09   0.125781E-06  -0.221204E-08
  3261   0.136664E+02   0.559615E+00   0.000000E+00  -0.110230E+01   0.817050E-09   0.125611E-06  -0.217583E-08
  3262   0.136571E+02   0.556699E+00   0.000000E+00  -0.110183E+01   0.816539E-09   0.125438E-06  -0.213951E-08
  3263   0.136477E+02   0.553768E+00   0.000000E+00  -0.110121E+01   0.816028E-09   0.125264E-06  -0.210308E-08
  3264   0.136382E+02   0.550822E+00   0.000000E+00  -0.110044E+01   0.815517E-09   0.125088E-06  -0.206654E-08
  3265   0.136286E+02   0.547862E+00   0.000000E+00  -0.109955E+01   0.815007E-09   0.124910E-06  -0.202990E-08
  3266   0.136190E+02   0.544889E+00   0.000000E+00  -0.109851E+01   0.814497E-09   0.124731E-06  -0.199316E-08
  3267   0.136093E+02   0.541902E+00   0.000000E+00  -0.109732E+01   0.813987E-09   0.124551E-06  -0.195633E-08
  3268   0.135994E+02   0.538905E+00   0.000000E+00  -0.109599E+01   0.813478E-09   0.124369E-06  -0.191942E-08
  3269   0.135895E+02   0.535897E+00   0.000000E+00  -0.109453E+01   0.812970E-09   0.124186E-06  -0.188243E-08
  3270   0.135794E+02   0.532880E+00   0.000000E+00  -0.109293E+01   0.812461E-09   0.124002E-06  -0.184536E-08
  3271   0.135692E+02   0.529854E+00   0.000000E+00  -0.109119E+01   0.811954E-09   0.123816E-06  -0.180822E-08
  3272   0.135589E+02   0.526820E+00   0.000000E+00  -0.108931E+01   0.811446E-09   0.123629E-06  -0.177101E-08
  3273   0.135484E+02   0.523779E+00   0.000000E+00  -0.108730E+01   0.810939E-09   0.123442E-06  -0.173375E-08
  3274   0.135379E+02   0.520732E+00   0.000000E+00  -0.108515E+01   0.810432E-09   0.123253E-06  -0.169642E-08
  3275   0.135271E+02   0.517680E+00   0.000000E+00  -0.108286E+01   0.809926E-09   0.123063E-06  -0.165905E-08
  3276   0.135162E+02   0.514623E+00   0.000000E+00  -0.108045E+01   0.809420E-09   0.122873E-06  -0.162164E-08
  3277   0.135051E+02   0.511562E+00   0.000000E+00  -0.107789E+01   0.808915E-09   0.122681E-06  -0.158418E-08
  3278   0.134938E+02   0.508498E+00   0.000000E+00  -0.107521E+01   0.808410E-09   0.122489E-06  -0.154669E-08
  3279   0.134824E+02   0.505431E+00   0.000000E+00  -0.107239E+01   0.807905E-09   0.122297E-06  -0.150917E-08
  3280   0.134708E+02   0.502363E+00   0.000000E+00  -0.106944E+01   0.807401E-09   0.122104E-06  -0.147162E-08
  3281   0.134590E+02   0.499294E+00   0.000000E+00  -0.106637E+01   0.806897E-09   0.121910E-06  -0.143405E-08
  3282   0.134469E+02   0.496225E+00   0.000000E+00  -0.106316E+01   0.806393E-09   0.121715E-06  -0.139647E-08
  3283   0.134347E+02   0.493156E+00   0.000000E+00  -0.105983E+01   0.805890E-09   0.121521E-06  -0.135888E-08
  3284   0.134223E+02   0.490089E+00   0.000000E+00  -0.105637E+01   0.805387E-09   0.121326E-06  -0.132129E-08
  3285   0.134096E+02   0.487025E+00   0.000000E+00  -0.105279E+01   0.804885E-09   0.121131E-06  -0.128370E-08
  3286   0.133968E+02   0.483964E+00   0.000000E+00  -0.104908E+01   0.804383E-09   0.120935E-06  -0.124611E-08
  3287   0.133837E+02   0.480908E+00   0.000000E+00  -0.104526E+01   0.803882E-09   0.120739E-06  -0.120853E-08
  3288   0.133703E+02   0.477856E+00   0.000000E+00  -0.104131E+01   0.803380E-09   0.120544E-06  -0.117097E-08
  3289   0.133567E+02   0.474809E+00   0.000000E+00  -0.103725E+01   0.802880E-09   0.120348E-06  -0.113343E-08
  3290   0.133429E+02   0.471770E+00   0.000000E+00  -0.103307E+01   0.802379E-09   0.120152E-06  -0.109592E-08
  3291   0.133289E+02   0.468737E+00   0.000000E+00  -0.102876E+01   0.801879E-09   0.119957E-06  -0.105843E-08
  3292   0.133145E+02   0.465711E+00   0.000000E+00  -0.102435E+01   0.801380E-09   0.119762E-06  -0.102099E-08
  3293   0.132999E+02   0.462694E+00   0.000000E+00  -0.101983E+01   0.800881E-09   0.119567E-06  -0.983584E-09
  3294   0.132851E+02   0.459686E+00   0.000000E+00  -0.101518E+01   0.800382E-09   0.119372E-06  -0.946226E-09
  3295   0.132699E+02   0.456688E+00   0.000000E+00  -0.101044E+01   0.799884E-09   0.119178E-06  -0.908920E-09
  3296   0.132544E+02   0.453701E+00   0.000000E+00  -0.100558E+01   0.799385E-09   0.118984E-06  -0.871671E-09
  3297   0.132388E+02   0.450725E+00   0.000000E+00  -0.100062E+01   0.798888E-09   0.118791E-06  -0.834483E-09
  3298   0.132228E+02   0.447761E+00   0.000000E+00  -0.995551E+00   0.798391E-09   0.118598E-06  -0.797362E-09
  3299   0.132065E+02   0.444811E+00   0.000000E+00  -0.990381E+00   0.797894E-09   0.118406E-06  -0.760313E-09
  3300   0.131900E+02   0.441873E+00   0.000000E+00  -0.985114E+00   0.797397E-09   0.118215E-06  -0.723342E-09
  3301   0.131731E+02   0.438951E+00   0.000000E+00  -0.979743E+00   0.796901E-09   0.118024E-06  -0.686452E-09
  3302   0.131559E+02   0.436044E+00   0.000000E+00  -0.974283E+00   0.796406E-09   0.117834E-06  -0.649647E-09
  3303   0.131385E+02   0.433152E+00   0.000000E+00  -0.968727E+00   0.795910E-09   0.117645E-06  -0.612930E-09
  3304   0.131207E+02   0.430277E+00   0.000000E+00  -0.963074E+00   0.795415E-09   0.117456E-06  -0.576304E-09
  3305   0.131027E+02   0.427419E+00   0.000000E+00  -0.957331E+00   0.794921E-09   0.117268E-06  -0.539771E-09
  3306   0.130842E+02   0.424578E+00   0.000000E+00  -0.951500E+00   0.794427E-09   0.117080E-06  -0.503335E-09
  3307   0.130656E+02   0.421756E+00   0.000000E+00  -0.945587E+00   0.793933E-09   0.116892E-06  -0.466998E-09
  3308   0.130466E+02   0.418953E+00   0.000000E+00  -0.939585E+00   0.793440E-09   0.116705E-06  -0.430763E-09
  3309   0.130272E+02   0.416169E+00   0.000000E+00  -0.933493E+00   0.792947E-09   0.116517E-06  -0.394633E-09
  3310   0.130075E+02   0.413404E+00   0.000000E+00  -0.927328E+00   0.792454E-09   0.116330E-06  -0.358611E-09
  3311   0.129875E+02   0.410660E+00   0.000000E+00  -0.921088E+00   0.791962E-09   0.116142E-06  -0.322699E-09
  3312   0.129672E+02   0.407937E+00   0.000000E+00  -0.914759E+00   0.791470E-09   0.115954E-06  -0.286901E-09
  3313   0.129465E+02   0.405236E+00   0.000000E+00  -0.908363E+00   0.790979E-09   0.115766E-06  -0.251219E-09
  3314   0.129256E+02   0.402557E+00   0.000000E+00  -0.901893E+00   0.790488E-09   0.115578E-06  -0.215656E-09
  3315   0.129042E+02   0.399902E+00   0.000000E+00  -0.895356E+00   0.789997E-09   0.115389E-06  -0.180216E-09
  3316   0.128826E+02   0.397270E+00   0.000000E+00  -0.888752E+00   0.789507E-09   0.115200E-06  -0.144900E-09
  3317   0.128606E+02   0.394661E+00   0.000000E+00  -0.882074E+00   0.789017E-09   0.115010E-06  -0.109712E-09
  3318   0.128382E+02   0.392077E+00   0.000000E+00  -0.875336E+00   0.788527E-09   0.114819E-06  -0.746543E-10
  3319   0.128155E+02   0.389518E+00   0.000000E+00  -0.868539E+00   0.788038E-09   0.114627E-06  -0.397300E-10
  3320   0.127924E+02   0.386983E+00   0.000000E+00  -0.861683E+00   0.787549E-09   0.114435E-06  -0.494200E-11
  3321   0.127691E+02   0.384475E+00   0.000000E+00  -0.854759E+00   0.787061E-09   0.114241E-06   0.297070E-10
  3322   0.127453E+02   0.381992E+00   0.000000E+00  -0.847791E+00   0.786573E-09   0.114047E-06   0.642140E-10
  3323   0.127213E+02   0.379535E+00   0.000000E+00  -0.840764E+00   0.786085E-09   0.113851E-06   0.985764E-10
  3324   0.126968E+02   0.377106E+00   0.000000E+00  -0.833685E+00   0.785598E-09   0.113654E-06   0.132791E-09
  3325   0.126720E+02   0.374705E+00   0.000000E+00  -0.826561E+00   0.785111E-09   0.113456E-06   0.166855E-09
  3326   0.126469E+02   0.372331E+00   0.000000E+00  -0.819393E+00   0.784625E-09   0.113256E-06   0.200767E-09
  3327   0.126214E+02   0.369985E+00   0.000000E+00  -0.812180E+00   0.784139E-09   0.113055E-06   0.234522E-09
  3328   0.125957E+02   0.367668E+00   0.000000E+00  -0.804922E+00   0.783653E-09   0.112852E-06   0.268117E-09
  3329   0.125695E+02   0.365381E+00   0.000000E+00  -0.797627E+00   0.783168E-09   0.112648E-06   0.301552E-09
  3330   0.125430E+02   0.363122E+00   0.000000E+00  -0.790303E+00   0.782683E-09   0.112441E-06   0.334821E-09
  3331   0.125162E+02   0.360894E+00   0.000000E+00  -0.782934E+00   0.782198E-09   0.112233E-06   0.367923E-09
  3332   0.124891E+02   0.358695E+00   0.000000E+00  -0.775543E+00   0.781714E-09   0.112023E-06   0.400855E-09
  3333   0.124615E+02   0.356528E+00   0.000000E+00  -0.768122E+00   0.781230E-09   0.111811E-06   0.433614E-09
  3334   0.124337E+02   0.354390E+00   0.000000E+00  -0.760671E+00   0.780747E-09   0.111597E-06   0.466196E-09
  3335   0.124056E+02   0.352284E+00   0.000000E+00  -0.753191E+00   0.780264E-09   0.111380E-06   0.498600E-09
  3336   0.123770E+02   0.350208E+00   0.000000E+00  -0.745696E+00   0.779781E-09   0.111161E-06   0.530822E-09
  3337   0.123482E+02   0.348165E+00   0.000000E+00  -0.738177E+00   0.779299E-09   0.110940E-06   0.562860E-09
  3338   0.123191E+02   0.346153E+00   0.000000E+00  -0.730641E+00   0.778817E-09   0.110716E-06   0.594710E-09
  3339   0.122896E+02   0.344172E+00   0.000000E+00  -0.723089E+00   0.778335E-09   0.110490E-06   0.626370E-09
  3340   0.122598E+02   0.342224E+00   0.000000E+00  -0.715526E+00   0.777854E-09   0.110261E-06   0.657836E-09
  3341   0.122297E+02   0.340309E+00   0.000000E+00  -0.707951E+00   0.777373E-09   0.110029E-06   0.689107E-09
  3342   0.121992E+02   0.338426E+00   0.000000E+00  -0.700368E+00   0.776893E-09   0.109794E-06   0.720179E-09
  3343   0.121685E+02   0.336576E+00   0.000000E+00  -0.692780E+00   0.776413E-09   0.109557E-06   0.751050E-09
  3344   0.121374E+02   0.334760E+00   0.000000E+00  -0.685188E+00   0.775933E-09   0.109316E-06   0.781716E-09
  3345   0.121060E+02   0.332976E+00   0.000000E+00  -0.677596E+00   0.775454E-09   0.109073E-06   0.812175E-09
